ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
50542,J. Defoe,35,https://cdn.sofifa.org/players/4/19/50542.png,England,https://cdn.sofifa.org/flags/14.png,77,77,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,41,49,1812,Right,2,4,3,Medium/ Low,Lean,Yes,ST,18,"Jun 29, 2017",,2020,5'7,143lbs,76+2,76+2,76+2,73+2,75+2,75+2,75+2,73+2,72+2,72+2,72+2,69+2,62+2,62+2,62+2,69+2,47+2,46+2,46+2,46+2,47+2,44+2,40+2,40+2,40+2,44+2,54,85,65,66,82,74,63,68,43,77,73,63,77,78,87,84,68,55,54,78,62,19,85,65,74,82,30,20,11,7,14,8,10,13,7.7M
172143,L. Schøne,32,https://cdn.sofifa.org/players/4/19/172143.png,Denmark,https://cdn.sofifa.org/flags/13.png,77,77,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,65,19,2064,Right,2,3,3,Medium/ Medium,Normal,No,RCM,19,"Jul 1, 2012",,2019,5'10,172lbs,69+2,69+2,69+2,72+2,72+2,72+2,72+2,72+2,75+2,75+2,75+2,73+2,75+2,75+2,75+2,73+2,68+2,70+2,70+2,70+2,68+2,65+2,63+2,63+2,63+2,65+2,81,67,60,83,84,76,85,86,77,81,58,52,68,67,78,83,77,65,57,81,65,77,66,82,77,70,67,52,48,16,16,9,12,11,9.1M
235889,C. Ünder,20,https://cdn.sofifa.org/players/4/19/235889.png,Turkey,https://cdn.sofifa.org/flags/48.png,77,87,Roma,https://cdn.sofifa.org/teams/2/light/52.png,145,46,1864,Left,1,4,3,Medium/ Medium,Normal,No,LM,17,"Jul 17, 2017",,2022,5'8,146lbs,72+2,72+2,72+2,77+2,75+2,75+2,75+2,77+2,75+2,75+2,75+2,75+2,68+2,68+2,68+2,75+2,58+2,53+2,53+2,53+2,58+2,55+2,44+2,44+2,44+2,55+2,80,71,58,72,69,82,80,68,65,81,83,80,84,71,82,80,48,61,54,80,27,29,70,73,64,68,43,33,30,9,13,7,9,8,27.6M
208498,M. Dabbur,26,https://cdn.sofifa.org/players/4/19/208498.png,Israel,https://cdn.sofifa.org/flags/26.png,77,80,FC Red Bull Salzburg,https://cdn.sofifa.org/teams/2/light/191.png,11,40,1887,Right,2,4,4,Medium/ Low,Normal,No,RS,9,"Jun 9, 2016",,2021,5'11,170lbs,76+2,76+2,76+2,72+2,74+2,74+2,74+2,72+2,72+2,72+2,72+2,71+2,67+2,67+2,67+2,71+2,53+2,51+2,51+2,51+2,53+2,50+2,46+2,46+2,46+2,50+2,50,81,75,72,72,76,74,66,63,75,74,76,77,72,71,75,89,81,78,65,39,19,80,64,76,66,22,37,27,13,12,10,15,11,17.3M
183666,Roberto,32,https://cdn.sofifa.org/players/4/19/183666.png,Spain,https://cdn.sofifa.org/flags/45.png,77,77,RCD Espanyol,https://cdn.sofifa.org/teams/2/light/452.png,5,21,1284,Right,2,2,1,Medium/ Medium,Normal,Yes,GK,1,"Jul 1, 2016",,2019,6'4,207lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,19,39,13,12,14,14,38,31,45,48,68,76,40,36,74,32,78,11,29,24,17,45,19,57,20,15,18,78,71,75,76,80,10.5M
205427,Djaniny,27,https://cdn.sofifa.org/players/4/19/205427.png,Cape Verde,https://cdn.sofifa.org/flags/104.png,77,78,Al Ahli,https://cdn.sofifa.org/teams/2/light/112387.png,105,42,1885,Right,1,4,4,Medium/ Low,Normal,No,ST,21,"Jul 19, 2018",,2022,6'3,172lbs,76+2,76+2,76+2,75+2,76+2,76+2,76+2,75+2,74+2,74+2,74+2,74+2,68+2,68+2,68+2,74+2,58+2,55+2,55+2,55+2,58+2,54+2,49+2,49+2,49+2,54+2,63,78,73,70,66,78,64,53,62,78,78,85,76,75,67,76,71,82,81,63,55,47,78,72,67,77,28,25,21,11,8,16,10,8,18.6M
216437,Wallace,23,https://cdn.sofifa.org/players/4/19/216437.png,Brazil,https://cdn.sofifa.org/flags/54.png,77,82,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,10,35,1555,Right,2,2,2,Medium/ Medium,Lean,No,RCB,13,"Jul 28, 2016",,2021,6'3,187lbs,47+2,47+2,47+2,45+2,45+2,45+2,45+2,45+2,45+2,45+2,45+2,47+2,50+2,50+2,50+2,47+2,63+2,66+2,66+2,66+2,63+2,67+2,76+2,76+2,76+2,67+2,34,21,77,57,36,45,33,29,50,52,66,69,46,74,40,40,71,54,81,26,79,81,25,31,45,68,78,79,78,15,11,11,10,11,17.8M
200054,Pedro Obiang,26,https://cdn.sofifa.org/players/4/19/200054.png,Equatorial Guinea,https://cdn.sofifa.org/flags/112.png,77,80,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,9,65,1971,Right,2,3,3,Medium/ Medium,Lean,Yes,LCM,14,"Jul 1, 2015",,2022,6'1,165lbs,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,70+2,70+2,70+2,70+2,74+2,74+2,74+2,70+2,73+2,75+2,75+2,75+2,73+2,73+2,74+2,74+2,74+2,73+2,68,50,70,77,60,74,56,62,79,76,64,66,68,69,63,74,72,76,75,65,71,76,60,78,59,76,72,78,77,9,7,7,6,7,17.8M
206198,D. Heintz,24,https://cdn.sofifa.org/players/4/19/206198.png,Germany,https://cdn.sofifa.org/flags/21.png,77,79,SC Freiburg,https://cdn.sofifa.org/teams/2/light/25.png,9,20,1719,Left,2,3,2,Medium/ Medium,Stocky,No,LCB,23,"Jul 1, 2018",,2022,6'2,196lbs,52+2,52+2,52+2,54+2,54+2,54+2,54+2,54+2,57+2,57+2,57+2,57+2,64+2,64+2,64+2,57+2,69+2,73+2,73+2,73+2,69+2,71+2,76+2,76+2,76+2,71+2,51,23,77,72,26,58,55,32,70,63,55,68,53,76,49,49,67,69,83,56,70,75,26,61,41,69,76,81,77,14,15,7,9,15,16.9M
226166,N. Mukiele,20,https://cdn.sofifa.org/players/4/19/226166.png,France,https://cdn.sofifa.org/flags/18.png,77,86,RB Leipzig,https://cdn.sofifa.org/teams/2/light/112172.png,12,30,1906,Right,1,3,3,High/ High,Normal,No,RB,22,"Jul 1, 2018",,2023,6'1,163lbs,60+2,60+2,60+2,66+2,64+2,64+2,64+2,66+2,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,75+2,73+2,73+2,73+2,75+2,75+2,76+2,76+2,76+2,75+2,74,30,69,74,35,72,68,33,67,73,78,84,69,69,64,57,86,69,79,52,72,76,59,60,45,71,75,79,81,10,7,14,11,15,22.8M
157304,T. Vermaelen,32,https://cdn.sofifa.org/players/4/19/157304.png,Belgium,https://cdn.sofifa.org/flags/7.png,77,77,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,5,110,1926,Left,3,3,2,High/ Medium,Normal,Yes,CB,3,"Aug 9, 2014",,2019,6'0,176lbs,63+3,63+3,63+3,60+3,60+3,60+3,60+3,60+3,61+3,61+3,61+3,61+3,65+3,65+3,65+3,61+3,69+3,72+3,72+3,72+3,69+3,70+3,76+3,76+3,76+3,70+3,63,52,81,80,56,55,61,64,78,64,67,64,61,70,56,78,90,52,79,68,77,73,41,51,62,72,72,79,80,9,10,7,11,15,10.3M
168312,I. Abate,31,https://cdn.sofifa.org/players/4/19/168312.png,Italy,https://cdn.sofifa.org/flags/27.png,77,77,Milan,https://cdn.sofifa.org/teams/2/light/47.png,6,68,1973,Right,2,2,3,High/ Medium,Lean,Yes,RB,20,"Jul 1, 2009",,2019,5'11,161lbs,66+2,66+2,66+2,71+2,69+2,69+2,69+2,71+2,71+2,71+2,71+2,73+2,72+2,72+2,72+2,73+2,76+2,74+2,74+2,74+2,76+2,75+2,74+2,74+2,74+2,75+2,75,38,68,76,60,75,69,44,72,75,77,85,75,76,75,68,75,76,69,60,76,75,74,68,48,78,76,76,75,3,3,5,3,3,10.2M
212602,Diego Llorente,24,https://cdn.sofifa.org/players/4/19/212602.png,Spain,https://cdn.sofifa.org/flags/45.png,77,83,Real Sociedad,https://cdn.sofifa.org/teams/2/light/457.png,105,22,1763,Right,1,3,2,Medium/ Medium,Lean,Yes,RCB,3,"Jul 1, 2017",,2022,6'1,165lbs,57+2,57+2,57+2,59+2,58+2,58+2,58+2,59+2,60+2,60+2,60+2,62+2,66+2,66+2,66+2,62+2,71+2,74+2,74+2,74+2,71+2,72+2,76+2,76+2,76+2,72+2,55,39,76,76,31,58,30,35,72,73,65,63,65,76,64,45,79,72,72,37,75,80,43,51,53,69,76,77,78,8,12,11,9,7,24.2M
192123,C. Wood,26,https://cdn.sofifa.org/players/4/19/192123.png,New Zealand,https://cdn.sofifa.org/flags/198.png,77,78,Burnley,https://cdn.sofifa.org/teams/2/light/1796.png,105,56,1892,Right,1,3,2,High/ Medium,Normal,Yes,ST,9,"Aug 21, 2017",,2021,6'2,203lbs,76+2,76+2,76+2,68+2,72+2,72+2,72+2,68+2,69+2,69+2,69+2,67+2,63+2,63+2,63+2,67+2,53+2,54+2,54+2,54+2,53+2,52+2,54+2,54+2,54+2,52+2,46,78,83,65,69,66,69,64,48,74,68,75,65,75,61,80,76,70,84,71,74,40,79,64,81,77,39,30,29,14,16,16,7,16,20.7M
230524,Formosandrinho,26,https://cdn.sofifa.org/players/4/19/230524.png,Brazil,https://cdn.sofifa.org/flags/54.png,77,77,Botafogo,https://cdn.sofifa.org/teams/2/light/517.png,95,26,1763,Right,1,3,3,Medium/ Medium,Lean,No,RS,11,"Jan 1, 2018",,2021,5'10,159lbs,75+2,75+2,75+2,71+2,73+2,73+2,73+2,71+2,69+2,69+2,69+2,69+2,61+2,61+2,61+2,69+2,49+2,46+2,46+2,46+2,49+2,46+2,41+2,41+2,41+2,46+2,57,76,77,65,72,72,61,55,58,73,81,81,79,73,77,85,56,61,72,77,52,23,75,56,56,78,20,14,15,8,9,8,8,11,18.1M
213629,E. Pulgar,24,https://cdn.sofifa.org/players/4/19/213629.png,Chile,https://cdn.sofifa.org/flags/55.png,77,82,Bologna,https://cdn.sofifa.org/teams/2/light/189.png,10,26,1996,Right,1,2,3,Medium/ High,Lean,No,CDM,13,"Aug 7, 2015",,2019,6'1,183lbs,65+2,65+2,65+2,67+2,68+2,68+2,68+2,67+2,70+2,70+2,70+2,69+2,73+2,73+2,73+2,69+2,73+2,76+2,76+2,76+2,73+2,73+2,75+2,75+2,75+2,73+2,58,44,69,78,54,74,58,58,72,78,67,67,68,72,68,72,79,84,77,66,76,72,58,74,60,74,80,78,74,12,12,11,15,11,17.8M
187517,V. Vasin,29,https://cdn.sofifa.org/players/4/19/187517.png,Russia,https://cdn.sofifa.org/flags/40.png,77,77,PFC CSKA Moscow,https://cdn.sofifa.org/teams/2/light/315.png,7,1,1754,Right,1,3,2,Medium/ Medium,Normal,No,CB,5,"Jan 1, 2011",,2019,6'4,183lbs,53+2,53+2,53+2,48+2,49+2,49+2,49+2,48+2,50+2,50+2,50+2,52+2,57+2,57+2,57+2,52+2,66+2,70+2,70+2,70+2,66+2,69+2,75+2,75+2,75+2,69+2,51,30,84,62,38,33,72,62,64,63,69,66,37,69,43,71,79,74,86,36,77,78,25,51,68,66,76,75,72,11,6,6,13,7,15.4M
212096,V. Grifo,25,https://cdn.sofifa.org/players/4/19/212096.png,Italy,https://cdn.sofifa.org/flags/27.png,77,79,TSG 1899 Hoffenheim,https://cdn.sofifa.org/teams/2/light/10029.png,11,33,1918,Right,1,2,4,Medium/ Medium,Normal,No,LM,23,"Jul 1, 2018",,2022,5'11,165lbs,71+2,71+2,71+2,76+2,75+2,75+2,75+2,76+2,75+2,75+2,75+2,75+2,70+2,70+2,70+2,75+2,61+2,58+2,58+2,58+2,61+2,57+2,49+2,49+2,49+2,57+2,82,72,47,73,70,83,84,80,63,84,74,66,78,72,79,81,52,72,62,76,52,45,73,70,65,72,50,31,30,10,12,8,8,14,19.5M
143745,A. Turan,31,https://cdn.sofifa.org/players/4/19/143745.png,Turkey,https://cdn.sofifa.org/flags/48.png,77,77,Medipol Başakşehir FK,https://cdn.sofifa.org/teams/2/light/101014.png,75,120,2094,Right,3,4,4,High/ High,Normal,Yes,CM,14,,FC Barcelona,"May 31, 2020",5'10,168lbs,73+3,73+3,73+3,76+3,76+3,76+3,76+3,76+3,77+3,77+3,77+3,76+3,75+3,75+3,75+3,76+3,69+3,70+3,70+3,70+3,69+3,67+3,67+3,67+3,67+3,67+3,77,71,65,79,78,79,79,64,78,80,75,68,81,74,76,75,78,59,68,75,80,61,77,80,73,79,69,63,60,11,7,11,12,11,
170370,J. dos Santos,28,https://cdn.sofifa.org/players/4/19/170370.png,Mexico,https://cdn.sofifa.org/flags/83.png,77,77,LA Galaxy,https://cdn.sofifa.org/teams/2/light/697.png,9,10,2065,Right,1,4,3,High/ High,Normal,No,LCM,8,"Jul 28, 2017",,2019,5'8,161lbs,69+2,69+2,69+2,74+2,73+2,73+2,73+2,74+2,75+2,75+2,75+2,75+2,76+2,76+2,76+2,75+2,73+2,73+2,73+2,73+2,73+2,71+2,68+2,68+2,68+2,71+2,76,61,55,81,69,78,77,72,77,79,74,68,74,76,81,72,66,78,65,73,72,67,73,75,59,73,70,69,69,15,15,7,10,12,13.5M
183426,D. Schwaab,29,https://cdn.sofifa.org/players/4/19/183426.png,Germany,https://cdn.sofifa.org/flags/21.png,77,77,PSV,https://cdn.sofifa.org/teams/2/light/247.png,7,16,1826,Right,2,4,2,Medium/ Medium,Normal,No,RCB,5,"Jul 11, 2016",,2019,6'1,168lbs,57+2,57+2,57+2,60+2,59+2,59+2,59+2,60+2,61+2,61+2,61+2,64+2,66+2,66+2,66+2,64+2,72+2,73+2,73+2,73+2,72+2,73+2,75+2,75+2,75+2,73+2,64,32,77,72,49,62,55,40,69,70,65,72,63,74,61,54,72,74,76,29,69,77,49,63,55,71,79,76,78,10,10,15,9,6,9.8M
188802,M. Schmelzer,30,https://cdn.sofifa.org/players/4/19/188802.png,Germany,https://cdn.sofifa.org/flags/21.png,77,77,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,65,43,1957,Left,2,2,2,High/ High,Normal,Yes,LB,29,"Jul 1, 2008",,2021,5'11,163lbs,62+2,62+2,62+2,64+2,63+2,63+2,63+2,64+2,63+2,63+2,63+2,66+2,66+2,66+2,66+2,66+2,75+2,74+2,74+2,74+2,75+2,76+2,75+2,75+2,75+2,76+2,73,37,68,74,47,63,73,67,63,69,74,78,65,77,63,74,75,82,75,60,81,78,54,52,46,72,75,78,80,14,10,15,9,8,11.1M
202884,L. Spinazzola,25,https://cdn.sofifa.org/players/4/19/202884.png,Italy,https://cdn.sofifa.org/flags/27.png,77,80,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,11,80,2040,Right,2,4,3,High/ High,Lean,No,LM,37,"Jul 1, 2010",,2022,6'1,165lbs,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,73+2,73+2,73+2,75+2,74+2,74+2,74+2,75+2,77+2,75+2,75+2,75+2,77+2,76+2,73+2,73+2,73+2,76+2,76,60,62,74,59,81,62,41,70,80,77,83,74,74,61,68,76,89,72,68,68,74,70,68,59,74,77,76,76,11,13,12,15,14,19M
189060,A. Dragović,27,https://cdn.sofifa.org/players/4/19/189060.png,Austria,https://cdn.sofifa.org/flags/4.png,77,77,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,75,50,1869,Right,2,4,2,Medium/ Medium,Normal,Yes,CB,3,"Aug 23, 2016",,2021,6'1,194lbs,62+2,62+2,62+2,61+2,63+2,63+2,63+2,61+2,63+2,63+2,63+2,62+2,66+2,66+2,66+2,62+2,69+2,72+2,72+2,72+2,69+2,71+2,76+2,76+2,76+2,71+2,49,41,76,67,37,62,32,61,62,66,65,67,68,76,64,69,80,68,80,53,74,80,63,65,65,73,74,79,77,10,7,11,13,8,12.8M
193158,D. Pröpper,26,https://cdn.sofifa.org/players/4/19/193158.png,Netherlands,https://cdn.sofifa.org/flags/34.png,77,78,Brighton & Hove Albion,https://cdn.sofifa.org/teams/2/light/1808.png,105,47,2032,Right,2,3,3,Medium/ High,Normal,Yes,CM,6,"Aug 7, 2017",,2021,6'1,174lbs,70+2,70+2,70+2,71+2,72+2,72+2,72+2,71+2,74+2,74+2,74+2,72+2,75+2,75+2,75+2,72+2,69+2,72+2,72+2,72+2,69+2,68+2,68+2,68+2,68+2,68+2,58,62,68,77,72,72,74,71,71,82,64,62,70,77,64,80,68,88,67,78,76,62,66,82,66,84,70,69,61,16,8,16,9,6,20.7M
199559,R. Inglese,26,https://cdn.sofifa.org/players/4/19/199559.png,Italy,https://cdn.sofifa.org/flags/27.png,77,78,Parma,https://cdn.sofifa.org/teams/2/light/50.png,105,60,1667,Right,2,3,3,Medium/ Medium,Normal,No,ST,45,,Napoli,"Jun 30, 2019",6'1,187lbs,75+2,75+2,75+2,65+2,69+2,69+2,69+2,65+2,64+2,64+2,64+2,62+2,56+2,56+2,56+2,62+2,45+2,43+2,43+2,43+2,45+2,43+2,44+2,44+2,44+2,43+2,39,78,90,65,70,68,68,36,35,76,51,69,54,72,55,78,83,66,85,68,40,19,78,42,72,74,30,13,12,14,11,10,13,7,
201095,A. Marchesín,30,https://cdn.sofifa.org/players/4/19/201095.png,Argentina,https://cdn.sofifa.org/flags/52.png,77,77,Club América,https://cdn.sofifa.org/teams/2/light/1879.png,55,43,1306,Right,1,3,1,Medium/ Medium,Normal,No,GK,1,"Jan 1, 2017",,2020,6'2,187lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14,11,37,15,24,16,15,34,20,49,52,68,75,60,12,75,38,59,12,57,15,18,65,14,64,22,15,15,73,74,74,79,81,9.4M
212616,R. De Paul,24,https://cdn.sofifa.org/players/4/19/212616.png,Argentina,https://cdn.sofifa.org/flags/52.png,77,83,Udinese,https://cdn.sofifa.org/teams/2/light/55.png,12,27,1908,Right,1,3,4,Medium/ Medium,Normal,No,LW,16,"Jul 27, 2016",,2023,5'10,154lbs,72+2,72+2,72+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,76+2,72+2,72+2,72+2,76+2,60+2,57+2,57+2,57+2,60+2,56+2,48+2,48+2,48+2,56+2,76,68,50,78,57,83,80,68,72,81,78,74,78,72,72,78,58,70,68,79,56,28,75,75,70,76,24,44,40,13,12,10,7,14,24M
158856,C. Gentner,32,https://cdn.sofifa.org/players/4/19/158856.png,Germany,https://cdn.sofifa.org/flags/21.png,77,77,VfB Stuttgart,https://cdn.sofifa.org/teams/2/light/36.png,65,34,1979,Right,2,4,2,High/ High,Normal,No,RCM,20,"Jul 1, 2010",,2019,6'2,179lbs,71+2,71+2,71+2,67+2,70+2,70+2,70+2,67+2,70+2,70+2,70+2,68+2,75+2,75+2,75+2,68+2,71+2,75+2,75+2,75+2,71+2,70+2,74+2,74+2,74+2,70+2,67,73,78,76,75,69,69,54,75,75,37,39,50,76,48,79,61,85,79,76,72,77,74,75,63,79,70,76,74,15,11,16,7,8,11.1M
172937,G. Murray,34,https://cdn.sofifa.org/players/4/19/172937.png,England,https://cdn.sofifa.org/flags/14.png,77,77,Brighton & Hove Albion,https://cdn.sofifa.org/teams/2/light/1808.png,47,51,1796,Right,1,3,2,Low/ Medium,Lean,Yes,ST,17,"Jan 31, 2017",,2020,6'0,176lbs,75+2,75+2,75+2,66+2,71+2,71+2,71+2,66+2,69+2,69+2,69+2,64+2,66+2,66+2,66+2,64+2,50+2,56+2,56+2,56+2,50+2,48+2,54+2,54+2,54+2,48+2,48,83,85,69,74,65,57,33,55,74,34,34,52,84,71,78,84,55,77,64,79,45,88,70,80,81,44,29,23,15,16,14,7,10,8.9M
188041,Rafael Carioca,29,https://cdn.sofifa.org/players/4/19/188041.png,Brazil,https://cdn.sofifa.org/flags/54.png,77,77,Tigres U.A.N.L.,https://cdn.sofifa.org/teams/2/light/1970.png,85,54,2025,Right,1,3,3,Medium/ Medium,Normal,No,RDM,5,"Aug 25, 2017",,2020,5'10,159lbs,67+2,67+2,67+2,71+2,72+2,72+2,72+2,71+2,73+2,73+2,73+2,73+2,76+2,76+2,76+2,73+2,75+2,77+2,77+2,77+2,75+2,74+2,72+2,72+2,72+2,74+2,65,56,51,81,58,73,60,55,77,77,74,76,75,75,75,76,56,85,64,69,78,78,69,75,63,80,74,77,74,9,13,11,12,14,13.6M
189324,A. McCarthy,28,https://cdn.sofifa.org/players/4/19/189324.png,England,https://cdn.sofifa.org/flags/14.png,77,78,Southampton,https://cdn.sofifa.org/teams/2/light/17.png,7,37,1230,Right,1,2,1,Medium/ Medium,Lean,Yes,GK,1,"Aug 2, 2016",,2019,6'4,174lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,16,33,12,17,15,18,35,17,58,56,35,69,43,20,68,35,63,14,35,22,16,50,41,61,13,13,12,78,76,64,77,81,13.8M
191628,L. Chichizola,28,https://cdn.sofifa.org/players/4/19/191628.png,Argentina,https://cdn.sofifa.org/flags/52.png,77,78,Getafe CF,https://cdn.sofifa.org/teams/2/light/1860.png,7,19,1146,Right,1,3,1,Medium/ Medium,Normal,Yes,GK,1,"Jul 4, 2018",,2021,6'1,181lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,11,16,17,14,14,17,15,14,13,15,49,54,66,69,44,17,75,31,52,17,15,16,14,42,25,57,15,12,11,78,77,68,74,79,15.2M
229261,D. Zakaria,21,https://cdn.sofifa.org/players/4/19/229261.png,Switzerland,https://cdn.sofifa.org/flags/47.png,77,85,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,13,21,1980,Right,1,3,3,Medium/ Medium,Normal,No,CM,17,"Jul 1, 2017",,2022,6'3,176lbs,68+2,68+2,68+2,71+2,71+2,71+2,71+2,71+2,73+2,73+2,73+2,73+2,75+2,75+2,75+2,73+2,77+2,79+2,79+2,79+2,77+2,77+2,78+2,78+2,78+2,77+2,64,56,65,82,28,73,60,46,79,79,74,86,67,73,63,69,65,79,83,51,88,77,63,76,39,73,81,78,81,12,12,7,13,11,24.7M
229773,G. Dzhikiya,24,https://cdn.sofifa.org/players/4/19/229773.png,Russia,https://cdn.sofifa.org/flags/40.png,77,83,Spartak Moscow,https://cdn.sofifa.org/teams/2/light/100767.png,105,1,1913,Left,1,3,2,High/ High,Normal,No,CB,14,"Jan 25, 2017",,2022,6'2,190lbs,63+2,63+2,63+2,62+2,63+2,63+2,63+2,62+2,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,71+2,71+2,71+2,71+2,71+2,73+2,75+2,75+2,75+2,73+2,58,43,68,65,26,69,60,68,67,55,91,75,55,70,65,74,68,72,86,60,77,78,65,50,45,73,80,75,85,12,14,13,12,12,24.2M
212878,N. Castillo,25,https://cdn.sofifa.org/players/4/19/212878.png,Chile,https://cdn.sofifa.org/flags/55.png,77,82,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,12,14,1899,Right,2,3,3,High/ High,Stocky,No,ST,30,"Jul 1, 2018",,2023,5'10,179lbs,76+2,76+2,76+2,69+2,72+2,72+2,72+2,69+2,69+2,69+2,69+2,67+2,64+2,64+2,64+2,67+2,52+2,54+2,54+2,54+2,52+2,50+2,53+2,53+2,53+2,50+2,49,80,77,65,69,68,67,66,59,76,70,68,62,74,75,82,82,69,88,72,78,37,78,58,86,74,40,30,19,13,8,9,10,15,24.9M
213135,D. Origi,23,https://cdn.sofifa.org/players/4/19/213135.png,Belgium,https://cdn.sofifa.org/flags/7.png,77,82,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,12,83,1829,Right,2,3,4,High/ Medium,Normal,Yes,ST,27,"Jul 29, 2014",,2019,6'1,165lbs,75+2,75+2,75+2,74+2,75+2,75+2,75+2,74+2,73+2,73+2,73+2,73+2,66+2,66+2,66+2,73+2,53+2,51+2,51+2,51+2,53+2,49+2,45+2,45+2,45+2,49+2,69,75,73,74,69,76,54,40,59,74,76,79,72,76,64,79,73,65,76,69,69,28,78,69,65,72,16,24,18,15,13,16,11,15,23.7M
205201,O. Yokuşlu,24,https://cdn.sofifa.org/players/4/19/205201.png,Turkey,https://cdn.sofifa.org/flags/48.png,77,83,RC Celta,https://cdn.sofifa.org/teams/2/light/450.png,105,19,2087,Right,1,4,3,Medium/ High,Lean,No,LDM,5,"Jul 2, 2018",,2023,6'3,190lbs,73+2,73+2,73+2,71+2,72+2,72+2,72+2,71+2,72+2,72+2,72+2,73+2,74+2,74+2,74+2,73+2,74+2,76+2,76+2,76+2,74+2,74+2,76+2,76+2,76+2,74+2,67,65,78,77,70,74,72,65,72,77,72,74,62,72,62,79,70,87,83,75,81,76,68,71,60,72,73,76,71,12,16,10,13,7,24.2M
206225,D. Cheryshev,27,https://cdn.sofifa.org/players/4/19/206225.png,Russia,https://cdn.sofifa.org/flags/40.png,77,77,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,95,31,2006,Left,2,4,3,High/ Low,Lean,Yes,LM,9,,Villarreal CF,"Jun 30, 2019",5'10,163lbs,74+2,74+2,74+2,77+2,76+2,76+2,76+2,77+2,75+2,75+2,75+2,75+2,72+2,72+2,72+2,75+2,67+2,64+2,64+2,64+2,67+2,64+2,59+2,59+2,59+2,64+2,80,78,54,72,68,80,74,61,68,76,77,79,77,78,74,81,75,65,67,84,62,61,74,74,64,66,44,55,52,16,7,14,7,8,
212626,D. Selke,23,https://cdn.sofifa.org/players/4/19/212626.png,Germany,https://cdn.sofifa.org/flags/21.png,77,83,Hertha BSC,https://cdn.sofifa.org/teams/2/light/166.png,125,27,1819,Right,1,3,3,Medium/ Medium,Lean,No,RS,27,"Jul 1, 2017",,2022,6'4,181lbs,75+2,75+2,75+2,68+2,72+2,72+2,72+2,68+2,68+2,68+2,68+2,66+2,61+2,61+2,61+2,66+2,53+2,54+2,54+2,54+2,53+2,51+2,54+2,54+2,54+2,51+2,40,80,78,61,76,68,65,29,44,74,71,77,65,77,60,79,70,74,77,63,82,29,81,58,72,63,58,39,17,12,11,7,11,14,23.8M
216466,Wendell,24,https://cdn.sofifa.org/players/4/19/216466.png,Brazil,https://cdn.sofifa.org/flags/54.png,77,80,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,95,43,2009,Left,2,2,4,High/ Medium,Lean,No,LB,18,"Jul 1, 2014",,2021,5'10,159lbs,63+2,63+2,63+2,72+2,69+2,69+2,69+2,72+2,71+2,71+2,71+2,74+2,72+2,72+2,72+2,74+2,77+2,74+2,74+2,74+2,77+2,76+2,72+2,72+2,72+2,76+2,78,37,53,77,29,79,66,75,65,78,87,79,78,75,77,60,68,77,64,59,87,75,69,69,67,72,72,75,80,8,12,6,14,14,16.9M
